last|black|2021|2021-07-06
avoid|green|2021|2021-02-12
short|black|2021|2021-08-16
me|black|2021|2021-03-01
cost|green|2021|2021-08-10
woman|white|2021|2021-10-02
continue|black|2021|2021-08-06
choose|green|2021|2021-01-27
gas|yellow|2021|2021-05-01
it|yellow|2021|2021-04-25
when|green|2021|2021-08-17
huge|green|2021|2021-02-18
build|white|2021|2021-04-19
many|blue|2021|2021-06-28
person|green|2021|2021-03-17
soon|green|2021|2021-07-30
ability|yellow|2021|2021-04-28
cultural|yellow|2021|2021-05-14
small|green|2021|2021-03-05
environment|blue|2021|2021-07-18
teacher|green|2021|2021-04-11
a|blue|2021|2021-04-12
always|black|2021|2021-02-28
various|white|2021|2021-07-02
raise|blue|2021|2021-09-21
money|blue|2021|2021-01-17
surface|green|2021|2021-03-15
policy|blue|2021|2021-02-08
place|green|2021|2021-06-29
from|yellow|2021|2021-05-27
state|red|2021|2021-02-10
chair|white|2021|2021-06-14
series|yellow|2021|2021-06-22
make|green|2021|2021-01-08
room|white|2021|2021-07-09
arm|green|2021|2021-02-14
get|red|2021|2021-06-05
forward|yellow|2021|2021-08-05
people|green|2021|2021-04-23
offer|yellow|2021|2021-07-03
save|red|2021|2021-03-21
issue|blue|2021|2021-03-18
remember|blue|2021|2021-09-29
Mr|white|2021|2021-04-13
know|black|2021|2021-10-06
phone|blue|2021|2021-10-07
page|blue|2021|2021-02-07
name|blue|2021|2021-05-17
third|black|2021|2021-07-23
agreement|white|2021|2021-06-15
protect|green|2021|2021-10-14
drug|yellow|2021|2021-05-20
baby|yellow|2021|2021-08-15
himself|blue|2021|2021-07-19
experience|green|2021|2021-05-25
recently|green|2021|2021-03-13
guess|black|2021|2021-07-16
beyond|green|2021|2021-01-17
into|green|2021|2021-06-10
leg|blue|2021|2021-03-06
hand|white|2021|2021-08-18
window|white|2021|2021-05-13
most|green|2021|2021-02-17
medical|yellow|2021|2021-08-04
baby|red|2021|2021-05-19
program|black|2021|2021-03-06
always|black|2021|2021-03-14
civil|white|2021|2021-07-04
statement|red|2021|2021-04-21
issue|green|2021|2021-01-24
between|blue|2021|2021-08-22
among|green|2021|2021-01-24
authority|blue|2021|2021-07-17
three|green|2021|2021-09-11
end|green|2021|2021-05-13
good|blue|2021|2021-04-25
according|yellow|2021|2021-07-25
